company_name,ratings,rating_count,highly_rated,critical_rated,location,salaries,interviews,jobs,benefits
Teleindia Networks,3.7,262,NaN,"Job Security, Promotions, Salary",Telecom | Bengaluru +27 other locations,NaN,NaN,NaN,NaN
Amantya Technologies,4.0,262,"Company Culture, Work Life Balance, Skill Development",NaN,IT Services & Consulting | Gurugram +5 other locations,NaN,NaN,NaN,NaN
MBD GROUP,3.2,262,NaN,"Promotions, Salary, Skill Development",Printing & Publishing | New Delhi +35 other locations,NaN,NaN,NaN,NaN
Kinetic Engineering,3.4,262,NaN,"Company Culture, Promotions, Salary",Auto Components | Ahilyanagar +17 other locations,NaN,NaN,NaN,NaN
Metacube Software,3.9,262,"Work Life Balance, Job Security, Company Culture","Promotions, Salary",IT Services & Consulting | Jaipur +5 other locations,NaN,NaN,NaN,NaN
Gatewaypark Business,4.6,261,"Work Life Balance, Company Culture, Work Satisfaction",NaN,Software Product | Bengaluru +6 other locations,NaN,NaN,NaN,NaN
i-exceed technology solutions,3.4,262,NaN,"Work Life Balance, Work Satisfaction, Promotions",FinTech | Bengaluru +6 other locations,NaN,NaN,NaN,NaN
Hindware Home Innovation,3.5,261,NaN,"Promotions, Job Security, Skill Development",Consumer Electronics & Appliances | Gurugram +53 other locations,NaN,NaN,NaN,NaN
Binary Semantics,3.3,261,NaN,"Promotions, Work Satisfaction, Skill Development",IT Services & Consulting | Gurugram +10 other locations,NaN,NaN,NaN,NaN
Mogli labs,3.5,261,NaN,"Job Security, Promotions, Work Satisfaction",Internet | Noida +27 other locations,NaN,NaN,NaN,NaN
J. C. Penney,3.9,261,"Work Life Balance, Company Culture",Promotions,Retail | Bengaluru +8 other locations,NaN,NaN,NaN,NaN
Vinove Software & Services,3.4,261,NaN,"Promotions, Job Security, Salary",IT Services & Consulting | Noida +5 other locations,NaN,NaN,NaN,NaN
Omega Healthcare Solutions,3.6,261,NaN,"Promotions, Salary",Healthcare | Chennai +8 other locations,NaN,NaN,NaN,NaN
Leeford Healthcare,4.1,261,"Salary, Company Culture, Work Life Balance",NaN,Pharma | Ludhiana +71 other locations,NaN,NaN,NaN,NaN
Apothecon Pharmaceuticals,4.4,261,"Work Life Balance, Job Security, Salary",NaN,Pharma | Vadodara +9 other locations,NaN,NaN,NaN,NaN
Hill International,4.3,261,"Company Culture, Work Life Balance, Work Satisfaction",NaN,Engineering & Construction | Mumbai +26 other locations,NaN,NaN,NaN,NaN
Saurav Chemicals,3.7,261,NaN,"Promotions, Skill Development, Work Satisfaction",Agro Chemicals | Chandigarh +12 other locations,NaN,NaN,NaN,NaN
Meghmani Industries,3.4,261,NaN,"Promotions, Salary, Skill Development",Agro Chemicals | Bharuch +23 other locations,NaN,NaN,NaN,NaN
Honasa Consumer,3.6,261,Salary,"Company Culture, Work Satisfaction, Job Security",Beauty & Personal Care | Gurugram +45 other locations,NaN,NaN,NaN,NaN
General Energy Management Systems,3.7,261,"Job Security, Skill Development","Promotions, Salary",Industrial Machinery | Noida +41 other locations,NaN,NaN,NaN,NaN
Shivaami Cloud Services,4.1,260,"Company Culture, Skill Development, Work Life Balance",NaN,IT Services & Consulting | Mumbai +7 other locations,NaN,NaN,NaN,NaN
Objectways Technologies,3.1,260,NaN,"Promotions, Salary, Job Security",IT Services & Consulting | Karur +8 other locations,NaN,NaN,NaN,NaN
Lapiz Digital Services,3.8,263,NaN,Promotions,BPO | Chennai +4 other locations,NaN,NaN,NaN,NaN
Galgotias University,3.5,260,NaN,"Promotions, Job Security, Skill Development",Education & Training | Greater Noida +12 other locations,NaN,NaN,NaN,NaN
Emversity,4.1,260,"Skill Development, Company Culture, Work Satisfaction",NaN,Education & Training | Bengaluru +27 other locations,NaN,NaN,NaN,NaN
Weddingz.in,2.8,260,NaN,"Job Security, Work Life Balance, Promotions",Internet | Mumbai +32 other locations,NaN,NaN,NaN,NaN
Wavin,4.1,260,"Work Life Balance, Salary, Company Culture",NaN,Noida +51 other locations,NaN,NaN,NaN,NaN
Forvia,3.4,260,NaN,"Promotions, Work Satisfaction, Salary",Auto Components | Pune +13 other locations,NaN,NaN,NaN,NaN
Mahagun India,3.0,260,NaN,"Promotions, Salary, Skill Development",Real Estate | Noida +5 other locations,NaN,NaN,NaN,NaN
Foundation To Educate Girls Globally,4.0,260,"Skill Development, Company Culture, Work Life Balance","Job Security, Promotions",Education & Training | Mumbai +55 other locations,NaN,NaN,NaN,NaN
SRM Institute of Science and Technology,3.7,261,NaN,"Promotions, Salary",Education & Training | Chennai +19 other locations,NaN,NaN,NaN,NaN
Zee Learn,3.5,260,NaN,"Promotions, Company Culture, Work Life Balance",Education & Training | Mumbai +35 other locations,NaN,NaN,NaN,NaN
Mahindra Susten,4.4,260,"Company Culture, Job Security, Work Life Balance",NaN,Engineering & Construction | Mumbai +29 other locations,NaN,NaN,NaN,NaN
Dataflow Group,2.9,260,NaN,"Promotions, Salary, Work Satisfaction",Law Enforcement & Security | Noida +8 other locations,NaN,NaN,NaN,NaN
ReachLocal Services,3.6,260,Work Life Balance,"Promotions, Job Security, Salary",Marketing & Advertising | Mumbai +5 other locations,NaN,NaN,NaN,NaN
Lapiz Digital Services,3.8,263,NaN,Promotions,BPO | Chennai +4 other locations,NaN,NaN,NaN,NaN
Objectways Technologies,3.1,260,NaN,"Promotions, Salary, Job Security",IT Services & Consulting | Karur +8 other locations,NaN,NaN,NaN,NaN
Burckhardt Compression,4.0,260,"Company Culture, Work Life Balance, Salary",Promotions,Industrial Machinery | Pune +9 other locations,NaN,NaN,NaN,NaN
PhyCARE Solutions,3.6,260,"Job Security, Work Life Balance","Promotions, Salary, Company Culture",Healthcare | Hyderabad +7 other locations,NaN,NaN,NaN,NaN
Nesma & Partners,4.2,261,"Job Security, Company Culture, Work Satisfaction",NaN,Engineering & Construction | Mumbai +23 other locations,NaN,NaN,NaN,NaN
GrapplTech,4.8,259,"Company Culture, Work Life Balance, Work Satisfaction",NaN,IT Services & Consulting | Bengaluru +12 other locations,NaN,NaN,NaN,NaN
Infocus Technologies,3.9,259,"Skill Development, Work Life Balance",NaN,IT Services & Consulting | Kolkata +15 other locations,NaN,NaN,NaN,NaN
Motorola,4.2,259,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Consumer Electronics & Appliances | Bengaluru +64 other locations,NaN,NaN,NaN,NaN
Mobius Knowledge Services,3.4,259,NaN,"Promotions, Salary, Skill Development",Printing & Publishing | Chennai +4 other locations,NaN,NaN,NaN,NaN
Algonomy,3.7,259,NaN,"Promotions, Job Security, Skill Development",Software Product | Bengaluru +8 other locations,NaN,NaN,NaN,NaN
Malabar Group Of Companies,3.7,259,Job Security,"Promotions, Work Satisfaction, Salary",Jewellery | Kozhikode +56 other locations,NaN,NaN,NaN,NaN
Credgenics,4.1,259,"Work Life Balance, Company Culture, Job Security",NaN,FinTech | Noida +7 other locations,NaN,NaN,NaN,NaN
Costa Cruise Lines,4.2,259,"Company Culture, Job Security, Skill Development",NaN,Travel & Tourism | Mumbai +17 other locations,NaN,NaN,NaN,NaN
Costa Cruise Lines,4.2,259,"Company Culture, Job Security, Skill Development",NaN,Travel & Tourism | Mumbai +17 other locations,NaN,NaN,NaN,NaN
Rishabh Software,3.6,259,NaN,"Promotions, Job Security",IT Services & Consulting | Vadodara +10 other locations,NaN,NaN,NaN,NaN
Zota Health Care,3.6,260,NaN,"Promotions, Skill Development",Pharma | Surat +67 other locations,NaN,NaN,NaN,NaN
Credgenics,4.1,259,"Work Life Balance, Company Culture, Job Security",NaN,FinTech | Noida +7 other locations,NaN,NaN,NaN,NaN
Agilysys Technologies India,3.3,259,Salary,"Work Life Balance, Work Satisfaction, Company Culture",Software Product | Chennai +4 other locations,NaN,NaN,NaN,NaN
Wheels Emi,3.8,259,NaN,"Promotions, Job Security",Auto Components | Pune +59 other locations,NaN,NaN,NaN,NaN
L&T Heavy Civil Infrastructure,4.1,259,"Skill Development, Company Culture, Work Satisfaction",NaN,Engineering & Construction | Chennai +37 other locations,NaN,NaN,NaN,NaN
Toyotetsu India Auto Parts,3.8,259,NaN,"Promotions, Work Satisfaction",Auto Components | Bengaluru +9 other locations,NaN,NaN,NaN,NaN
Oriental Carbon & Chemicals,4.3,258,"Work Life Balance, Job Security, Salary",NaN,Chemicals | Mundra +17 other locations,NaN,NaN,NaN,NaN
Catch Foods,4.1,258,"Salary, Company Culture, Work Life Balance",Promotions,Food Processing | Noida +70 other locations,NaN,NaN,NaN,NaN
Bajaj Healthcare,3.3,258,NaN,"Promotions, Company Culture, Salary",Pharma | Vadodara +12 other locations,NaN,NaN,NaN,NaN
Paul Merchants,3.7,258,Work Life Balance,Promotions,NBFC | Chandigarh +78 other locations,NaN,NaN,NaN,NaN
Arrise Bpo Solutions,3.5,258,NaN,"Promotions, Job Security, Company Culture",BPO | Mumbai +63 other locations,NaN,NaN,NaN,NaN
Rittal,3.8,258,Job Security,"Promotions, Salary, Company Culture",Industrial Machinery | Bengaluru +20 other locations,NaN,NaN,NaN,NaN
Integra Micro Systems,3.8,258,Job Security,"Promotions, Salary",Software Product | Bengaluru +42 other locations,NaN,NaN,NaN,NaN
Shalina Healthcare,3.3,258,NaN,"Promotions, Company Culture, Work Satisfaction",Pharma | Pune +15 other locations,NaN,NaN,NaN,NaN
Indian Oil- Adani Gas,3.8,258,"Job Security, Work Life Balance","Promotions, Skill Development",Oil & Gas | Noida +33 other locations,NaN,NaN,NaN,NaN
Quality Council of India,3.4,258,NaN,"Promotions, Job Security, Skill Development",New Delhi +23 other locations,NaN,NaN,NaN,NaN
L. V. Prasad Eye Institute,4.2,259,"Job Security, Company Culture, Skill Development",Promotions,Healthcare | Hyderabad +19 other locations,NaN,NaN,NaN,NaN
CGM ARIA Health Services,3.7,269,NaN,"Promotions, Job Security, Salary",Software Product | Noida +6 other locations,NaN,NaN,NaN,NaN
Ruloans,3.5,258,NaN,"Promotions, Job Security, Salary",Financial Services | Mumbai +52 other locations,NaN,NaN,NaN,NaN
Media.net Software Services (India),3.2,258,NaN,"Promotions, Job Security, Skill Development",Marketing & Advertising | Mumbai +9 other locations,NaN,NaN,NaN,NaN
Oswaal Books and Learning Private Limited,4.0,258,"Company Culture, Skill Development, Work Life Balance",NaN,Printing & Publishing | Agra +11 other locations,NaN,NaN,NaN,NaN
Cargo Motors,4.0,257,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Automobile | New Delhi +22 other locations,NaN,NaN,NaN,NaN
Niwas Housing Finance,4.1,257,"Work Life Balance, Salary, Company Culture",NaN,Financial Services | Mumbai +85 other locations,NaN,NaN,NaN,NaN
Dhruv Research,3.0,257,NaN,"Work Life Balance, Job Security, Promotions",Management Consulting | Gurugram +16 other locations,NaN,NaN,NaN,NaN
Singareni Collieries Company,4.4,257,"Work Life Balance, Job Security, Work Satisfaction",NaN,Metals & Mining | Hyderabad +20 other locations,NaN,NaN,NaN,NaN
New Allenberry Works,3.5,257,NaN,"Promotions, Company Culture, Salary",Power | Faridabad +12 other locations,NaN,NaN,NaN,NaN
Sudhir Power,3.6,257,NaN,"Promotions, Company Culture, Job Security",Power | Gurugram +36 other locations,NaN,NaN,NaN,NaN
Central Tool Room & Training Centre,4.1,257,"Skill Development, Work Life Balance, Company Culture",Salary,Industrial Machinery | Bhubaneswar +20 other locations,NaN,NaN,NaN,NaN
Sophos Technologies,3.6,257,Work Life Balance,"Promotions, Skill Development, Job Security",Software Product | Bengaluru +7 other locations,NaN,NaN,NaN,NaN
AceCloud by RTDS,4.1,258,"Work Life Balance, Job Security, Company Culture",NaN,IT Services & Consulting | Gurugram +5 other locations,NaN,NaN,NaN,NaN
Aditya Infotech,4.3,257,"Work Life Balance, Company Culture, Job Security",NaN,IT Services & Consulting | Noida +44 other locations,NaN,NaN,NaN,NaN
Leayan Global,3.9,256,"Work Life Balance, Skill Development","Promotions, Salary",Fashion & Textile | Kanpur +47 other locations,NaN,NaN,NaN,NaN
Aarti Pharmalabs,3.7,256,NaN,"Promotions, Company Culture, Work Satisfaction",Pharma | Mumbai +15 other locations,NaN,NaN,NaN,NaN
Business for Social Responsibility,3.1,257,NaN,"Work Life Balance, Promotions, Work Satisfaction",Accounting & Auditing | Mumbai +21 other locations,NaN,NaN,NaN,NaN
Mangalam Cement,3.9,258,"Job Security, Work Life Balance",Promotions,Building Material | Kota +31 other locations,NaN,NaN,NaN,NaN
Venus Industrial Corporation,3.9,257,"Work Life Balance, Job Security",Promotions,Industrial Machinery | Faridabad +16 other locations,NaN,NaN,NaN,NaN
Captain Fresh,3.9,256,"Salary, Company Culture, Work Life Balance","Job Security, Promotions",Food Processing | Bengaluru +27 other locations,NaN,NaN,NaN,NaN
Oncquest Laboratories,3.3,256,NaN,"Promotions, Company Culture, Job Security",Healthcare | New Delhi +30 other locations,NaN,NaN,NaN,NaN
KTL Automobile,3.9,256,"Company Culture, Work Life Balance, Work Satisfaction",NaN,Automobile | Lucknow +70 other locations,NaN,NaN,NaN,NaN
Avance Consulting Services,3.7,256,NaN,"Job Security, Promotions",Recruitment | Hyderabad +6 other locations,NaN,NaN,NaN,NaN
Mercurius Advisory Services,4.4,256,"Company Culture, Work Life Balance, Job Security",NaN,Accounting & Auditing | New Delhi +2 other locations,NaN,NaN,NaN,NaN
OneCard,3.3,257,NaN,"Promotions, Work Satisfaction, Skill Development",FinTech | Pune +11 other locations,NaN,NaN,NaN,NaN
Varite,3.4,256,NaN,"Job Security, Promotions, Skill Development",IT Services & Consulting | Bengaluru +11 other locations,NaN,NaN,NaN,NaN
Royal Infraconstru,3.4,256,NaN,"Promotions, Job Security, Company Culture",Engineering & Construction | Kolkata +37 other locations,NaN,NaN,NaN,NaN
JWIL,4.1,257,"Salary, Job Security, Company Culture",NaN,Waste Management | New Delhi +37 other locations,NaN,NaN,NaN,NaN
ITCONS e-Solutions,3.5,256,NaN,"Promotions, Salary, Job Security",IT Services & Consulting | Noida +73 other locations,NaN,NaN,NaN,NaN
KANINI Software Solutions,3.9,256,"Company Culture, Work Life Balance, Skill Development",NaN,IT Services & Consulting | Chennai +9 other locations,NaN,NaN,NaN,NaN
Yodlee,3.9,255,"Work Life Balance, Company Culture, Salary","Work Satisfaction, Promotions, Skill Development",Software Product | Bengaluru +5 other locations,NaN,NaN,NaN,NaN
Richfeel Health & Beauty,3.1,255,NaN,"Salary, Company Culture, Promotions",Beauty & Personal Care | Mumbai +38 other locations,NaN,NaN,NaN,NaN
Grassroots BPO,3.4,255,NaN,"Promotions, Salary, Company Culture",BPO | Bengaluru +7 other locations,NaN,NaN,NaN,NaN
Millennium Engineers & Contractors,4.1,255,"Skill Development, Salary, Company Culture",NaN,Engineering & Construction | Pune +7 other locations,NaN,NaN,NaN,NaN
Simpolo Vitrified,4.0,255,"Salary, Work Life Balance, Job Security",Promotions,Building Material | Ahmedabad +44 other locations,NaN,NaN,NaN,NaN
Madras Radiators and Pressings Limited,3.5,255,NaN,"Job Security, Promotions, Salary",Auto Components | Chennai +11 other locations,NaN,NaN,NaN,NaN
Betsol,3.5,255,NaN,"Job Security, Promotions, Skill Development",IT Services & Consulting | Bengaluru +3 other locations,NaN,NaN,NaN,NaN
Hewlett Packard Globalsoft,3.5,255,NaN,"Promotions, Salary, Work Satisfaction",Bengaluru +7 other locations,NaN,NaN,NaN,NaN
Smith+Nephew,4.1,255,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Medical Equipment | Pune +21 other locations,NaN,NaN,NaN,NaN
Agappe Diagnostics,4.0,255,"Skill Development, Salary, Company Culture",NaN,Medical Equipment | Kochi +38 other locations,NaN,NaN,NaN,NaN
El Seif Engineering Contracting,4.3,255,"Salary, Company Culture, Work Life Balance",Promotions,Engineering & Construction | Riyadh +17 other locations,NaN,NaN,NaN,NaN
LOTS Wholesale Solutions,4.0,255,"Salary, Company Culture, Skill Development",NaN,Food Processing | New Delhi +6 other locations,NaN,NaN,NaN,NaN
Bright Life Care,4.0,255,"Company Culture, Work Life Balance",Promotions,Fitness & Wellness | Gurugram +47 other locations,NaN,NaN,NaN,NaN
Sequential Technology International,4.1,254,"Work Life Balance, Work Satisfaction, Company Culture",NaN,BPO | Gurugram +4 other locations,NaN,NaN,NaN,NaN
Cordova Publication,3.4,255,NaN,"Promotions, Job Security, Work Satisfaction",Printing & Publishing | Noida +54 other locations,NaN,NaN,NaN,NaN
Meneta Automotive Components,3.9,254,Job Security,Promotions,Auto Components | Sonipat +7 other locations,NaN,NaN,NaN,NaN
Kotak Mahindra General Insurance,3.6,254,NaN,"Promotions, Company Culture, Work Satisfaction",Insurance | Mumbai +50 other locations,NaN,NaN,NaN,NaN
Saint Gobain Sekurit India,3.7,254,Job Security,"Promotions, Salary",Auto Components | Chennai +17 other locations,NaN,NaN,NaN,NaN
Plada Infotech Services,3.5,254,NaN,"Promotions, Job Security, Company Culture",IT Services & Consulting | Mumbai +45 other locations,NaN,NaN,NaN,NaN
ATC Telecom Infrastructure,4.3,254,"Company Culture, Salary, Work Life Balance",Promotions,Telecom | Gurugram +47 other locations,NaN,NaN,NaN,NaN
Zyoin,3.5,254,NaN,"Job Security, Promotions, Work Satisfaction",Recruitment | Bengaluru +6 other locations,NaN,NaN,NaN,NaN
Tangoe,3.8,254,Work Life Balance,"Promotions, Job Security, Skill Development",IT Services & Consulting | Bengaluru +4 other locations,NaN,NaN,NaN,NaN
KPC Projects,3.9,255,"Company Culture, Work Satisfaction, Job Security",Promotions,Engineering & Construction | Hyderabad +28 other locations,NaN,NaN,NaN,NaN
Ivy Mobility Solutions,2.6,254,NaN,"Promotions, Salary, Company Culture",Software Product | Chennai +12 other locations,NaN,NaN,NaN,NaN
Inland World Logistics,3.5,254,NaN,"Promotions, Company Culture, Job Security",Logistics | Mumbai +48 other locations,NaN,NaN,NaN,NaN
Laborate Pharmaceuticals,3.7,254,NaN,"Promotions, Job Security",Pharma | Panipat +34 other locations,NaN,NaN,NaN,NaN
GeeksForGeeks,2.7,254,NaN,"Job Security, Promotions, Company Culture",Education & Training | Noida +11 other locations,NaN,NaN,NaN,NaN
Sona Koyo Steering Systems,4.2,254,"Skill Development, Company Culture, Job Security",NaN,Auto Components | Gurugram +17 other locations,NaN,NaN,NaN,NaN
Enviri,3.9,254,"Company Culture, Work Life Balance",Promotions,Waste Management | Hyderabad +20 other locations,NaN,NaN,NaN,NaN
Electropneumatics & Hydraulics (I),4.1,254,"Job Security, Work Life Balance, Salary",NaN,Industrial Machinery | Pune +5 other locations,NaN,NaN,NaN,NaN
Mayfair Hotels & Resorts,4.3,254,"Job Security, Company Culture, Skill Development",NaN,Hospitality | Bhubaneswar +16 other locations,NaN,NaN,NaN,NaN
Health Insurance TPA of India,3.8,254,NaN,"Promotions, Salary, Skill Development",Insurance | Noida +25 other locations,NaN,NaN,NaN,NaN
Bombay Stock Exchange,3.4,254,Job Security,"Promotions, Work Satisfaction, Skill Development",Financial Services | Mumbai +14 other locations,NaN,NaN,NaN,NaN
Turtle,3.2,253,NaN,"Promotions, Job Security, Salary",Fashion & Textile | Kolkata +38 other locations,NaN,NaN,NaN,NaN
